N,MB,min,avgMin,avg,avgMax,max
618,46892.0,2.0,166.7,220.9,244.0,249.5
619,46968.0,93.9,178.3,231.4,244.5,250.0
620,47044.0,88.7,155.3,216.8,236.8,246.9
621,47120.0,2.0,116.1,208.5,222.2,248.3
622,47196.0,93.8,176.3,208.7,228.6,233.7
623,47272.0,2.0,151.0,219.7,244.8,249.5
624,47348.0,97.0,97.0,237.1,245.0,247.9
625,47424.0,92.7,185.3,234.8,243.8,249.0
626,47500.0,2.0,45.9,180.8,222.8,226.0
627,47576.0,95.1,158.2,213.8,224.0,226.9
628,47652.0,2.0,119.2,209.1,226.2,246.0
629,47728.0,99.0,166.4,234.3,244.6,249.3
630,47804.0,2.0,59.5,224.0,244.5,248.1
631,47880.0,92.0,173.4,214.0,237.5,249.8
632,47956.0,87.3,146.8,232.9,242.5,247.3
633,48032.0,2.0,2.0,228.5,242.2,250.9
634,48108.0,31.8,123.1,226.3,245.7,253.6
635,48184.0,2.0,68.7,213.0,245.9,255.1
636,48260.0,93.5,194.0,227.6,244.2,249.3
637,48336.0,89.7,156.0,233.9,243.7,247.0
638,48412.0,2.0,147.8,223.9,244.5,249.3
639,48488.0,89.2,91.1,228.6,244.3,249.0
640,48564.0,2.0,140.1,217.5,243.3,248.6
641,48640.0,95.8,187.4,236.5,246.1,249.8
642,48716.0,91.1,91.1,236.6,244.3,249.4
643,48792.0,2.0,94.5,209.3,239.4,244.1
644,48868.0,96.0,96.0,231.4,239.1,242.3
645,48944.0,2.0,138.9,212.8,239.6,245.2
646,49020.0,97.7,167.1,237.6,246.0,249.9
647,49096.0,91.4,180.5,221.8,236.5,246.4
648,49172.0,2.0,130.4,182.9,227.8,244.6
649,49248.0,97.4,97.4,235.5,243.0,249.6
650,49324.0,2.0,170.2,221.1,244.7,246.6
651,49400.0,97.8,175.8,233.2,244.3,249.0
652,49476.0,2.0,82.8,222.4,243.1,249.3
653,49552.0,2.0,145.0,199.2,227.7,234.1
654,49628.0,86.9,171.5,227.9,242.6,249.1
