N,MB,min,avgMin,avg,avgMax,max
461,34960.0,111.0,117.3,133.3,156.4,171.3
462,35036.0,116.7,118.7,124.7,136.6,164.1
463,35112.0,127.9,139.7,148.2,159.3,167.9
464,35188.0,109.7,125.1,140.4,161.5,200.9
465,35264.0,108.9,119.7,130.5,150.0,157.6
466,35340.0,111.4,125.9,151.6,164.9,172.1
467,35416.0,135.2,145.5,156.3,162.6,166.5
468,35492.0,102.0,108.4,118.1,125.0,146.7
469,35568.0,108.5,115.3,119.7,125.0,131.0
470,35644.0,122.4,132.7,152.1,169.3,210.0
471,35720.0,117.5,132.9,150.5,161.0,209.9
472,35796.0,107.9,125.4,132.8,147.3,160.5
473,35872.0,121.3,134.7,147.9,166.0,176.9
474,35948.0,116.9,129.3,139.7,150.9,160.2
475,36024.0,121.8,125.7,130.5,142.8,159.4
476,36100.0,115.1,121.8,131.6,143.2,162.4
477,36176.0,124.7,146.7,160.3,183.6,210.9
478,36252.0,121.0,130.9,146.5,157.5,168.6
479,36328.0,114.5,147.2,161.9,176.8,225.5
480,36404.0,155.3,162.0,167.6,177.1,202.6
481,36480.0,112.1,119.6,132.1,147.7,159.6
482,36556.0,101.6,105.5,112.6,117.4,119.0
483,36632.0,102.3,120.3,127.9,142.6,151.4
484,36708.0,114.0,125.0,143.5,158.4,165.0
485,36784.0,101.4,120.6,125.6,129.5,152.8
486,36860.0,113.6,129.7,139.6,152.3,162.5
487,36936.0,114.7,124.8,133.3,147.1,158.9
488,37012.0,111.6,120.1,126.1,151.4,163.6
489,37088.0,115.0,121.9,128.4,142.0,153.6
490,37164.0,131.0,154.1,170.9,201.9,236.3
491,37240.0,151.7,164.8,180.5,205.2,237.0
492,37316.0,107.5,118.9,135.1,154.9,171.9
493,37392.0,131.4,144.6,157.0,164.7,172.5
494,37468.0,109.6,123.4,132.9,155.4,178.5
495,37544.0,108.7,114.0,120.6,125.6,129.8
496,37620.0,113.5,118.2,124.1,133.3,154.9
497,37696.0,114.5,121.9,138.4,160.8,189.7
498,37772.0,122.5,127.8,135.4,151.3,155.6
499,37848.0,119.4,125.4,147.2,160.8,192.4
500,37924.0,124.0,137.7,151.9,165.9,178.1
501,38000.0,115.1,123.3,128.3,135.6,149.1
502,38076.0,109.4,116.2,120.4,126.4,130.7
503,38152.0,120.6,132.1,151.5,162.8,172.1
504,38228.0,156.8,165.2,172.1,212.3,232.1
505,38304.0,119.5,130.0,140.3,156.0,166.8
506,38380.0,117.0,127.4,138.9,153.0,166.1
507,38456.0,120.9,128.2,138.6,153.7,167.2
508,38532.0,114.6,120.7,125.9,137.2,154.2
509,38608.0,103.8,110.6,116.5,123.3,131.3
510,38684.0,122.0,131.7,143.4,157.0,165.5
511,38760.0,123.1,142.6,165.8,177.3,222.9
512,38836.0,117.9,121.2,127.0,133.9,151.6
513,38912.0,109.2,118.2,122.9,126.8,139.2
514,38988.0,121.7,126.5,136.1,155.4,162.7
