N,MB,min,avgMin,avg,avgMax,max
643,48792.0,395.0,428.6,463.4,474.0,484.9
644,48868.0,386.5,433.0,468.4,484.5,493.8
645,48944.0,273.6,379.6,426.3,453.5,492.9
646,49020.0,447.4,456.8,470.5,485.4,500.9
647,49096.0,204.4,314.6,414.5,449.6,481.9
648,49172.0,449.3,458.0,468.4,481.5,498.8
649,49248.0,371.6,430.6,459.4,472.4,486.0
650,49324.0,371.6,427.7,457.5,471.8,491.2
651,49400.0,293.3,402.1,458.8,475.1,483.9
652,49476.0,412.4,430.9,455.2,477.9,489.9
653,49552.0,216.7,273.8,328.4,442.4,480.0
654,49628.0,197.7,225.4,274.2,307.8,321.0
655,49704.0,228.1,343.7,422.4,478.7,491.7
656,49780.0,403.8,440.7,462.5,473.2,487.5
657,49856.0,233.3,376.5,456.2,479.8,500.7
658,49932.0,234.4,295.3,417.1,449.7,463.7
659,50008.0,285.1,411.0,461.6,477.1,501.6
660,50084.0,370.5,430.9,456.1,475.9,489.0
661,50160.0,384.0,440.9,466.5,476.8,493.9
662,50236.0,444.9,463.2,473.0,486.8,499.2
663,50312.0,254.2,389.0,433.4,451.8,471.9
664,50388.0,429.7,453.8,464.4,473.6,480.9
665,50464.0,443.8,449.8,467.6,479.5,491.8
666,50540.0,381.3,428.8,460.3,474.8,488.3
667,50616.0,421.0,447.5,465.0,472.8,484.1
668,50692.0,233.8,349.7,439.2,456.9,498.2
669,50768.0,245.2,376.7,432.9,458.6,486.1
670,50844.0,433.3,454.4,469.8,479.2,491.0
671,50920.0,472.8,478.2,481.7,486.6,493.5
672,50996.0,377.7,423.8,452.4,468.3,485.7
673,51072.0,450.1,460.4,478.8,491.5,506.3
674,51148.0,422.4,329.0,329.0,329.0,456.4
