N,MB,min,avgMin,avg,avgMax,max
303,22952.0,625.5,1448.8,1928.0,2192.1,2403.6
304,23028.0,1344.3,1812.3,1995.7,2125.8,2243.7
305,23104.0,1388.3,1598.2,2067.5,2225.5,2358.5
306,23180.0,1352.7,1867.2,2120.1,2245.3,2480.6
307,23256.0,1552.8,1953.2,2122.8,2225.2,2326.0
308,23332.0,729.5,1590.6,1945.2,2146.6,2334.1
309,23408.0,1056.6,1446.8,2047.3,2278.1,2496.7
310,23484.0,1144.7,1673.0,2014.8,2252.6,2534.7
311,23560.0,1304.1,1623.7,2040.9,2218.6,2342.6
312,23636.0,1482.8,1936.9,2098.0,2221.0,2353.9
313,23712.0,1263.1,1735.5,1901.8,2122.9,2315.9
314,23788.0,1461.2,1768.5,2054.8,2199.7,2373.3
315,23864.0,998.0,1685.9,2058.9,2290.0,2499.2
316,23940.0,1506.5,1825.4,2229.4,2372.5,2482.5
317,24016.0,1422.6,1835.0,2049.5,2195.0,2334.4
318,24092.0,1201.7,1733.6,2099.5,2297.3,2385.1
319,24168.0,1461.9,1760.4,1962.9,2100.4,2193.8
320,24244.0,1420.8,1944.5,2177.0,2267.9,2344.7
321,24320.0,935.3,1567.7,2005.5,2229.5,2370.7
322,24396.0,1580.8,1858.8,2194.0,2270.1,2399.5
323,24472.0,1263.5,1633.2,1937.9,2180.8,2426.3
324,24548.0,697.4,1365.0,1867.4,2187.4,2418.5
325,24624.0,1405.6,1782.1,2024.7,2168.7,2321.8
326,24700.0,1223.4,1631.1,2200.3,2338.0,2455.6
327,24776.0,1441.7,1729.6,2184.6,2283.1,2448.1
328,24852.0,1595.8,1981.1,2210.3,2305.4,2368.0
329,24928.0,646.4,1547.6,2059.9,2302.3,2413.6
330,25004.0,1412.0,1802.4,2130.9,2335.3,2426.9
331,25080.0,1560.9,1836.3,2070.6,2245.4,2475.4
332,25156.0,1290.1,1970.4,2157.6,2285.7,2423.1
333,25232.0,1659.3,1926.2,2069.0,2214.7,2409.1
334,25308.0,1481.3,1739.5,1993.6,2161.7,2343.8
335,25384.0,980.1,1764.6,2155.9,2340.4,2516.5
336,25460.0,1473.2,1636.8,1995.5,2172.0,2366.2
337,25536.0,1009.1,1734.2,2055.0,2211.9,2369.8
338,25612.0,861.5,1506.8,1914.0,2183.3,2367.1
339,25688.0,1519.9,1747.5,2016.2,2186.8,2386.1
340,25764.0,908.9,1749.3,2087.2,2267.0,2473.0
341,25840.0,1187.3,1874.5,2066.8,2258.3,2429.1
342,25916.0,1384.4,1812.3,2062.2,2231.5,2393.5
343,25992.0,386.0,1296.7,2056.3,2267.8,2375.2
344,26068.0,1676.0,1847.8,2081.6,2221.4,2368.7
345,26144.0,764.1,1562.9,1937.3,2184.9,2437.5
346,26220.0,1625.4,1975.2,2141.0,2236.6,2366.2
347,26296.0,1512.7,1723.9,1945.2,2169.8,2283.8
348,26372.0,962.3,1391.4,2084.1,2344.9,2498.3
349,26448.0,1239.7,1569.5,1942.3,2161.6,2528.3
350,26524.0,1648.9,1891.8,2085.6,2219.1,2399.8
351,26600.0,827.3,1414.6,1658.5,2076.6,2351.8
352,26676.0,1491.0,2036.6,2180.5,2287.2,2457.8
353,26752.0,869.9,1624.4,2110.9,2291.1,2465.8
354,26828.0,1345.3,1943.3,2111.9,2209.8,2312.7
355,26904.0,1116.4,1535.3,2026.3,2270.8,2413.4
356,26980.0,1221.3,1470.0,2063.3,2264.5,2414.9
357,27056.0,1309.6,1878.7,2130.2,2289.0,2524.0
358,27132.0,1459.0,1709.2,2050.6,2237.3,2444.7
359,27208.0,1224.0,1676.2,2105.5,2265.8,2394.9
360,27284.0,334.2,914.0,1932.5,2304.8,2511.0
361,27360.0,1334.2,1799.6,2090.5,2228.2,2373.2
362,27436.0,1134.0,1538.4,2003.0,2209.9,2433.5
363,27512.0,1448.8,1634.8,1963.6,2222.3,2373.6
364,27588.0,608.8,1319.3,1889.1,2144.5,2470.1
365,27664.0,1189.0,1484.1,1914.0,2175.9,2281.9
366,27740.0,1417.9,1911.8,2163.4,2327.5,2480.9
367,27816.0,824.1,1118.7,1490.9,1952.4,2189.7
368,27892.0,1091.3,1590.1,1887.2,2105.4,2306.5
369,27968.0,563.4,1118.9,1466.9,1933.2,2166.5
370,28044.0,898.0,1165.6,1473.7,1678.4,1789.4
371,28120.0,1050.2,1292.9,1496.0,1744.7,2038.9
372,28196.0,1104.6,1217.5,1499.2,1670.3,1928.8
373,28272.0,853.8,1434.7,1691.8,1998.0,2298.6
374,28348.0,1231.1,1569.3,1738.8,1898.3,2113.7
375,28424.0,1428.7,1811.6,1912.7,2021.5,2207.3
376,28500.0,1410.4,1571.1,1937.0,2148.7,2349.5
377,28576.0,1176.4,1646.8,1873.4,2007.9,2160.3
378,28652.0,646.2,985.7,1509.2,1785.8,1940.4
379,28728.0,887.5,1384.1,1672.9,1877.4,2167.0
380,28804.0,1138.3,1429.6,1643.2,1822.1,1896.9
381,28880.0,1338.2,1503.5,1767.9,1943.8,2109.3
382,28956.0,1114.6,1426.2,1957.7,2180.2,2338.8
383,29032.0,984.1,1342.7,2052.2,2259.1,2373.3
384,29108.0,1172.0,1652.3,2016.3,2267.0,2401.1
385,29184.0,1403.2,1654.0,2111.5,2290.7,2415.6
386,29260.0,1306.5,1839.9,2205.9,2376.5,2501.1
387,29336.0,1283.4,1721.4,2115.9,2282.0,2438.3
388,29412.0,1206.2,1729.8,2121.8,2340.3,2574.0
389,29488.0,1069.0,1693.3,1951.0,2159.9,2311.3
390,29564.0,1144.8,1395.5,2073.2,2319.9,2527.0
391,29640.0,1065.7,1543.7,2072.6,2419.2,2520.5
392,29716.0,1485.3,1918.9,2105.8,2300.1,2422.6
393,29792.0,1196.8,1772.4,2063.6,2309.8,2532.8
394,29868.0,1384.8,1739.6,1984.7,2272.8,2593.2
395,29944.0,1287.5,1773.9,2013.4,2263.8,2439.2
396,30020.0,1098.2,1757.7,2050.2,2272.2,2389.3
397,30096.0,1701.8,1806.0,2049.8,2181.6,2358.2
398,30172.0,1387.1,1733.8,2059.4,2195.3,2402.1
399,30248.0,711.2,1753.1,2120.7,2348.6,2473.1
400,30324.0,1476.5,1601.4,2164.9,2319.0,2469.4
401,30400.0,1407.3,1697.9,2101.4,2232.5,2364.1
402,30476.0,1424.6,1662.9,2038.2,2170.9,2317.2
403,30552.0,1211.1,1549.9,1929.4,2203.8,2394.5
404,30628.0,1256.9,1424.8,1750.9,2045.3,2277.1
405,30704.0,707.8,1378.2,1833.2,2157.8,2416.6
406,30780.0,1365.9,1879.0,2187.4,2294.4,2378.0
407,30856.0,584.8,1360.2,1928.6,2176.1,2472.5
408,30932.0,1414.1,1894.7,2181.5,2318.4,2430.6
409,31008.0,1310.9,1772.1,2107.7,2264.8,2447.7
410,31084.0,1011.6,1542.5,2070.1,2247.6,2487.6
411,31160.0,1316.6,1902.9,2186.1,2311.0,2475.4
412,31236.0,1523.5,1810.4,2134.5,2308.7,2503.8
413,31312.0,1172.3,1562.2,1969.1,2203.1,2491.9
414,31388.0,1204.2,1441.9,1882.5,2227.8,2449.0
415,31464.0,847.1,1642.6,1959.8,2223.7,2381.7
416,31540.0,1262.9,1589.1,1941.1,2195.0,2336.2
417,31616.0,904.6,1519.2,2112.7,2283.8,2480.9
418,31692.0,1128.6,1487.7,1898.1,2172.1,2412.4
419,31768.0,1588.8,1738.8,1964.8,2083.6,2220.0
420,31844.0,1224.1,1641.6,1954.2,2122.4,2355.3
421,31920.0,403.7,1317.2,1712.8,2061.7,2222.8
422,31996.0,1256.4,1634.7,1898.5,2106.4,2226.3
423,32072.0,1345.0,1559.6,1941.0,2181.8,2344.9
424,32148.0,346.5,940.9,2120.5,2272.9,2395.4
425,32224.0,245.1,984.8,1887.4,2135.5,2405.0
426,32300.0,1121.6,1723.3,1967.3,2130.1,2311.5
427,32376.0,1355.7,1733.2,2049.3,2170.9,2280.8
428,32452.0,1413.8,1812.1,2071.2,2182.6,2348.2
429,32528.0,1492.3,1831.2,2006.1,2148.2,2203.9
430,32604.0,1417.1,1974.7,2090.8,2177.4,2354.7
431,32680.0,1471.3,1846.0,2034.7,2140.3,2327.9
432,32756.0,648.4,1370.8,1831.9,2115.5,2335.2
433,32832.0,1362.0,1807.2,2027.1,2200.3,2314.7
434,32908.0,1516.8,1679.0,1992.3,2166.4,2280.0
435,32984.0,1482.5,1872.3,2046.6,2154.6,2334.0
436,33060.0,1531.2,1786.9,2052.2,2164.2,2219.9
437,33136.0,1628.3,1865.5,2111.8,2207.7,2279.7
438,33212.0,970.9,1733.6,1978.4,2186.8,2312.4
