N,MB,min,avgMin,avg,avgMax,max
68,5092.0,69.1,82.2,112.0,142.6,163.8
69,5168.0,64.5,97.6,130.5,149.6,177.6
70,5244.0,61.9,84.9,116.3,140.5,168.3
71,5320.0,36.9,52.5,97.1,144.4,181.9
72,5396.0,70.4,100.7,118.7,138.9,169.4
73,5472.0,54.6,94.5,115.2,140.9,177.1
74,5548.0,60.7,85.7,114.5,136.1,155.6
75,5624.0,65.3,78.9,114.4,130.7,145.5
76,5700.0,69.1,94.1,112.6,129.3,159.8
77,5776.0,62.0,75.7,89.0,106.3,126.8
78,5852.0,30.9,41.5,101.3,142.7,153.6
79,5928.0,73.1,105.9,131.7,144.6,174.4
80,6004.0,67.6,110.1,128.2,141.4,153.8
81,6080.0,67.1,83.7,106.3,129.2,168.1
82,6156.0,61.2,84.8,104.8,129.9,166.9
83,6232.0,36.2,55.5,92.5,161.2,221.1
84,6308.0,63.9,82.4,102.7,123.3,142.4
85,6384.0,67.2,97.7,134.1,147.1,160.3
86,6460.0,62.1,95.8,132.7,147.9,165.2
87,6536.0,69.9,86.0,121.0,135.3,158.9
88,6612.0,65.8,101.6,128.5,147.2,166.9
89,6688.0,73.1,107.9,130.9,154.5,177.2
90,6764.0,68.6,115.3,137.1,156.5,180.0
91,6840.0,10.2,53.4,80.0,143.4,164.9
92,6916.0,29.8,78.7,127.8,145.9,163.2
93,6992.0,70.3,93.4,111.2,133.8,153.5
94,7068.0,64.9,81.2,104.2,124.8,139.8
95,7144.0,72.9,97.5,129.4,145.4,181.8
96,7220.0,45.6,69.2,86.3,109.4,132.9
97,7296.0,41.2,92.1,108.0,123.2,142.1
98,7372.0,47.5,62.8,87.1,124.8,143.9
99,7448.0,42.9,46.6,95.3,147.7,182.8
100,7524.0,61.3,81.3,111.7,128.0,151.9
101,7600.0,6.2,41.4,88.1,110.8,138.7
102,7676.0,64.4,107.8,126.7,143.4,155.1
103,7752.0,64.6,107.0,135.8,160.4,182.2
104,7828.0,49.6,73.5,95.7,119.5,143.8
105,7904.0,56.9,89.8,111.2,136.3,157.0
106,7980.0,64.0,106.0,132.8,148.2,167.1
107,8056.0,64.9,91.8,120.1,136.3,171.8
108,8132.0,29.5,63.1,88.7,135.2,168.4
109,8208.0,72.6,106.7,128.2,147.4,179.1
110,8284.0,68.9,105.4,124.4,149.4,172.4
111,8360.0,65.8,99.0,126.4,140.1,174.9
112,8436.0,65.3,86.8,106.7,120.5,142.6
113,8512.0,65.3,112.1,132.2,160.8,182.6
114,8588.0,45.3,73.1,126.0,152.6,190.9
115,8664.0,6.0,23.5,43.2,49.6,62.5
116,8740.0,32.4,57.1,105.9,139.7,161.0
117,8816.0,67.8,106.4,128.2,144.9,171.0
118,8892.0,54.0,82.2,121.5,139.5,170.7
119,8968.0,73.4,106.4,129.0,148.6,176.4
120,9044.0,67.3,96.1,105.7,120.8,141.2
121,9120.0,68.5,79.3,110.2,131.1,149.5
122,9196.0,65.8,87.4,126.6,151.0,175.4
123,9272.0,67.6,96.5,112.7,128.9,135.9
124,9348.0,65.3,103.4,131.2,150.9,177.9
125,9424.0,65.0,80.5,100.0,113.7,125.4
126,9500.0,90.1,114.8,132.2,151.8,187.2
127,9576.0,66.7,109.6,135.2,158.0,176.3
128,9652.0,80.0,98.2,124.8,148.9,179.9
129,9728.0,57.5,100.3,124.8,141.9,171.0
130,9804.0,75.5,102.6,124.9,143.2,177.5
131,9880.0,75.4,103.4,118.2,146.8,179.4
132,9956.0,57.3,83.8,115.6,138.4,160.0
133,10032.0,65.3,110.5,128.4,146.4,170.3
134,10108.0,70.0,110.9,134.9,151.9,173.0
135,10184.0,42.4,50.1,92.6,131.3,149.8
136,10260.0,64.0,90.8,130.7,148.7,168.7
137,10336.0,66.1,94.2,111.5,136.5,147.9
138,10412.0,70.0,88.7,104.3,114.3,122.2
139,10488.0,49.3,90.6,109.7,131.1,152.7
140,10564.0,39.4,51.7,84.9,114.6,151.0
141,10640.0,67.6,107.5,131.8,158.4,173.4
142,10716.0,61.4,98.7,136.1,144.9,157.0
143,10792.0,58.5,100.4,123.4,146.5,173.1
144,10868.0,61.0,106.4,128.7,145.5,158.9
145,10944.0,58.3,86.0,113.9,143.9,180.8
146,11020.0,71.4,124.4,143.8,161.4,169.9
147,11096.0,73.3,103.3,131.3,150.0,170.1
148,11172.0,71.9,99.6,132.3,155.0,174.8
149,11248.0,64.9,87.9,120.1,146.5,175.5
150,11324.0,75.4,120.0,143.3,154.4,167.1
151,11400.0,69.4,101.2,134.4,147.3,162.6
152,11476.0,37.1,71.4,90.5,106.0,122.4
153,11552.0,51.5,85.5,101.1,115.0,137.6
154,11628.0,74.2,99.2,126.5,145.4,173.1
155,11704.0,66.2,94.2,108.5,119.9,134.1
156,11780.0,60.5,94.1,126.6,143.7,159.0
157,11856.0,68.0,110.6,138.1,159.2,186.5
158,11932.0,66.2,122.1,137.1,154.4,169.8
159,12008.0,66.3,87.5,110.2,129.4,146.6
160,12084.0,72.4,80.9,123.1,139.0,157.6
161,12160.0,62.3,105.4,131.5,147.0,160.9
162,12236.0,71.3,91.0,133.0,146.8,165.7
163,12312.0,62.2,99.8,123.9,143.4,167.0
164,12388.0,100.2,108.8,114.5,125.6,134.8
165,12464.0,61.4,105.2,124.9,146.0,175.1
166,12540.0,67.4,91.1,123.2,153.1,165.2
167,12616.0,67.3,89.3,117.5,139.7,158.7
168,12692.0,71.0,106.0,132.1,143.9,164.7
169,12768.0,67.5,87.2,128.5,148.4,175.4
170,12844.0,108.1,124.6,137.6,164.1,189.7
171,12920.0,87.7,118.7,135.8,159.4,175.5
172,12996.0,66.5,106.5,129.4,163.2,188.5
173,13072.0,43.4,51.9,88.5,133.9,184.8
174,13148.0,45.0,96.8,122.5,136.8,176.9
175,13224.0,65.7,97.0,129.8,153.5,164.0
176,13300.0,65.6,91.8,120.3,142.9,165.0
177,13376.0,113.3,127.9,138.0,154.9,171.3
178,13452.0,61.9,102.5,134.7,154.7,164.4
179,13528.0,62.9,107.5,131.7,149.8,181.2
180,13604.0,41.9,57.6,94.9,121.3,148.5
181,13680.0,72.1,104.8,133.3,151.6,166.5
182,13756.0,59.0,99.1,128.2,150.8,166.8
183,13832.0,67.1,95.7,116.6,135.6,150.9
184,13908.0,71.4,98.3,111.8,133.6,167.0
185,13984.0,68.0,94.9,120.7,140.5,166.2
186,14060.0,58.1,99.6,113.3,136.0,161.5
187,14136.0,73.0,84.1,117.2,141.7,167.8
188,14212.0,62.4,109.9,129.6,144.4,151.3
189,14288.0,64.9,72.9,113.5,137.8,149.1
190,14364.0,41.1,89.2,127.3,149.0,169.5
191,14440.0,76.2,110.0,138.7,153.5,168.3
192,14516.0,70.9,102.3,133.0,154.3,168.8
193,14592.0,69.4,93.4,137.5,152.1,163.5
194,14668.0,64.7,92.1,123.4,139.8,160.2
195,14744.0,75.5,100.9,112.3,121.7,135.5
196,14820.0,52.1,75.6,105.8,134.9,172.5
197,14896.0,46.7,67.2,90.5,114.5,145.7
198,14972.0,43.0,79.5,111.3,130.1,156.9
